Date,Open,High,Low,Close,Volume,OpenInt
2005-11-18,32.508,33.261,32.508,33.221,1050452,0
2005-11-21,33.202,33.202,32.904,33.024,494704,0
2005-11-22,32.904,33.182,32.795,33.112,587834,0
2005-11-23,33.142,33.499,32.885,33.459,462215,0
2005-11-25,33.401,33.598,33.281,33.499,295733,0
2005-11-28,33.688,33.698,32.964,33.063,942996,0
2005-11-29,33.063,33.419,33.024,33.361,988501,0
2005-11-30,33.311,33.578,33.004,33.063,1013422,0
2005-12-01,33.092,33.401,32.914,33.014,984869,0
2005-12-02,33.112,33.152,32.865,32.904,677835,0
2005-12-05,32.855,33.004,32.577,32.835,912222,0
2005-12-06,32.924,33.044,32.34,32.35,1752199,0
2005-12-07,32.428,32.657,31.983,32.171,1024925,0
2005-12-08,32.34,33.142,32.34,32.785,1409650,0
2005-12-09,32.647,32.855,32.399,32.765,1460300,0
2005-12-12,32.765,32.964,32.716,32.944,859048,0
2005-12-13,32.825,32.894,32.468,32.805,653317,0
2005-12-14,32.805,33.132,32.706,33.014,684494,0
2005-12-15,32.954,32.974,32.151,32.577,810717,0
2005-12-16,32.567,32.855,32.359,32.508,768341,0
2005-12-19,32.528,32.587,32.092,32.151,749776,0
2005-12-20,32.062,32.171,31.755,32.072,989610,0
2005-12-21,32.082,32.627,32.082,32.3,619515,0
2005-12-22,32.3,32.647,32.26,32.577,461912,0
2005-12-23,32.587,32.647,32.25,32.399,607609,0
2005-12-27,32.567,32.795,32.409,32.409,542430,0
2005-12-28,32.409,32.755,32.25,32.667,508628,0
2005-12-29,32.577,32.657,32.26,32.33,392090,0
2005-12-30,32.111,32.31,32.022,32.221,538695,0
2006-01-03,32.687,32.687,32.111,32.647,1072246,0
2006-01-04,32.716,33.004,32.548,32.617,853196,0
2006-01-05,32.458,32.845,32.31,32.726,856324,0
2006-01-06,32.775,33.202,32.657,33.122,514278,0
2006-01-09,33.063,33.381,33.034,33.251,757646,0
2006-01-10,33.361,34.956,33.301,34.451,1741000,0
2006-01-11,34.192,34.242,33.747,33.905,1094645,0
2006-01-12,33.945,33.975,33.538,33.698,596007,0
2006-01-13,33.638,33.856,33.419,33.578,392898,0
2006-01-17,33.311,33.419,33.083,33.261,804765,0
2006-01-18,33.202,33.301,33.053,33.182,413783,0
2006-01-19,33.024,33.251,32.805,33.073,597822,0
2006-01-20,33.172,33.391,32.994,33.202,1010294,0
2006-01-23,33.172,33.381,33.004,33.083,735347,0
2006-01-24,33.073,33.152,32.687,32.984,1003333,0
2006-01-25,32.944,33.231,32.716,33.212,780952,0
2006-01-26,33.291,33.588,32.944,33.251,750985,0
2006-01-27,33.152,33.449,33.063,33.251,765112,0
2006-01-30,33.251,33.251,32.974,33.172,346081,0
2006-01-31,33.073,33.152,32.518,32.795,1062459,0
2006-02-01,32.736,32.954,32.33,32.924,886896,0
2006-02-02,32.558,32.607,31.854,32.042,1272832,0
2006-02-03,31.973,32.32,31.646,31.774,967110,0
2006-02-06,31.774,31.804,31.348,31.467,995866,0
2006-02-07,31.388,31.933,31.368,31.665,598630,0
2006-02-08,31.745,32.25,31.675,32.101,1076685,0
2006-02-09,32.052,32.29,31.765,31.904,774899,0
2006-02-10,31.904,31.914,31.447,31.844,587834,0
2006-02-13,31.765,32.003,31.636,31.834,744529,0
2006-02-14,31.904,32.26,31.864,32.111,1188683,0
2006-02-15,32.101,32.3,31.814,32.3,782870,0
2006-02-16,32.3,32.379,31.884,32.211,734338,0
2006-02-17,31.616,31.665,30.1,30.486,4017366,0
2006-02-21,29.158,30.327,29.158,29.564,1876709,0
2006-02-22,29.644,30.337,29.644,30.139,1528508,0
2006-02-23,30.04,30.229,29.653,29.733,1772984,0
2006-02-24,29.902,30.06,29.812,29.832,1006864,0
2006-02-27,29.98,30.377,29.971,30.09,856525,0
2006-02-28,29.98,30.02,29.584,29.713,1136922,0
2006-03-01,29.743,29.812,29.485,29.812,998186,0
2006-03-02,29.812,30.06,29.683,29.753,569974,0
2006-03-03,29.693,30.179,29.564,29.832,554032,0
2006-03-06,29.872,30.12,29.802,29.842,715773,0
2006-03-07,29.902,30.189,29.614,29.703,565232,0
2006-03-08,29.733,30.219,29.703,30.169,530220,0
2006-03-09,30.139,30.179,29.138,29.287,1373124,0
2006-03-10,29.297,29.673,29.267,29.287,701445,0
2006-03-13,28.99,28.99,27.652,28.742,4544357,0
2006-03-14,28.543,29.019,28.435,28.782,1326308,0
2006-03-15,28.92,29.129,28.841,29.059,733027,0
2006-03-16,29.049,29.653,28.91,29.237,1552118,0
2006-03-17,29.138,29.198,28.682,28.821,1126933,0
2006-03-20,28.792,29.396,28.772,29.089,1262843,0
2006-03-21,29.158,29.217,28.643,28.742,669864,0
2006-03-22,28.673,28.762,28.513,28.702,760470,0
2006-03-23,28.613,28.742,28.465,28.513,521644,0
2006-03-24,28.504,28.643,28.415,28.593,807791,0
2006-03-27,28.395,28.593,27.979,28.365,1216833,0
2006-03-28,28.286,28.465,28.156,28.266,671478,0
2006-03-29,28.256,28.613,28.256,28.513,405107,0
2006-03-30,28.513,28.722,28.276,28.415,582991,0
2006-03-31,28.405,28.752,28.395,28.484,739282,0
2006-04-03,28.653,28.93,28.563,28.752,1030171,0
2006-04-04,28.792,28.831,28.385,28.692,584303,0
2006-04-05,28.692,28.94,28.603,28.772,618406,0
2006-04-06,28.742,28.772,28.156,28.186,905158,0
2006-04-07,28.206,28.256,27.622,27.682,527799,0
2006-04-10,27.751,27.751,27.146,27.335,741097,0
2006-04-11,27.325,27.365,26.968,27.106,970843,0
2006-04-12,27.067,27.245,27.048,27.165,512462,0
2006-04-13,27.195,27.225,26.898,27.087,358290,0
2006-04-17,27.087,27.384,26.958,27.048,444254,0
2006-04-18,27.087,27.572,27.077,27.572,530422,0
2006-04-19,27.632,27.81,27.473,27.81,935730,0
2006-04-20,27.771,27.949,27.414,27.899,550803,0
2006-04-21,28.098,28.623,28.058,28.306,2030578,0
2006-04-24,28.296,28.533,27.959,28.445,874182,0
2006-04-25,28.494,28.543,28.058,28.296,846940,0
2006-04-26,28.445,28.653,28.306,28.385,698922,0
2006-04-27,28.346,28.475,28.038,28.078,557160,0
2006-04-28,28.118,28.336,27.771,28.186,546062,0
2006-05-01,28.196,28.92,28.196,28.762,1112404,0
2006-05-02,28.87,29.297,28.682,28.99,1171228,0
2006-05-03,28.89,29.237,28.831,29.049,850775,0
2006-05-04,29.019,29.227,28.702,28.772,1081327,0
2006-05-05,28.96,29.188,28.782,28.92,1085363,0
2006-05-08,28.95,30.209,28.95,29.723,1631625,0
2006-05-09,27.502,27.751,26.412,27.205,6897507,0
2006-05-10,27.255,27.355,26.561,26.711,2684097,0
2006-05-11,26.759,26.858,26.511,26.551,1048837,0
2006-05-12,26.551,27.008,26.364,26.394,1065687,0
2006-05-15,26.432,26.651,26.334,26.472,829787,0
2006-05-16,26.521,26.661,26.264,26.294,622744,0
2006-05-17,26.125,26.224,25.511,25.57,1274951,0
2006-05-18,25.57,25.729,25.333,25.372,926347,0
2006-05-19,25.501,25.69,25.233,25.323,917266,0
2006-05-22,25.243,25.372,25.164,25.203,856627,0
2006-05-23,25.273,25.372,24.856,24.886,1193828,0
2006-05-24,24.896,25.193,24.797,25.055,731512,0
2006-05-25,25.273,25.353,25.095,25.144,657050,0
2006-05-26,25.184,25.511,25.095,25.343,464939,0
2006-05-30,25.313,25.432,25.035,25.065,495613,0
2006-05-31,25.114,25.362,24.986,25.105,866616,0
2006-06-01,25.065,25.65,25.065,25.57,691961,0
2006-06-02,25.57,25.65,25.085,25.233,631118,0
2006-06-05,25.184,25.213,24.658,24.708,985978,0
2006-06-06,24.778,24.837,24.381,24.431,1181116,0
2006-06-07,24.461,24.649,24.321,24.401,814047,0
2006-06-08,24.302,24.47,23.984,24.351,899508,0
2006-06-09,24.441,24.658,24.401,24.619,912322,0
2006-06-12,24.768,24.976,24.441,24.48,627083,0
2006-06-13,24.51,24.559,24.024,24.143,676120,0
2006-06-14,24.212,24.579,23.856,24.134,815158,0
2006-06-15,24.054,24.837,24.054,24.788,700133,0
2006-06-16,24.876,24.976,24.292,24.361,1349212,0
2006-06-19,24.5,24.758,24.302,24.48,1225612,0
2006-06-20,24.371,24.51,24.024,24.084,743217,0
2006-06-21,23.955,24.014,23.3,23.46,1547982,0
2006-06-22,23.221,23.26,22.666,22.894,1594696,0
2006-06-23,22.666,23.093,22.656,23.003,1058019,0
2006-06-26,22.913,23.4,22.913,23.172,688429,0
2006-06-27,23.172,23.42,23.023,23.063,830494,0
2006-06-28,23.172,23.231,22.894,23.113,1381802,0
2006-06-29,23.182,23.39,23.033,23.231,1174254,0
2006-06-30,23.211,23.41,23.023,23.073,1248818,0
2006-07-03,23.192,23.637,23.182,23.519,602665,0
2006-07-05,23.46,23.46,23.123,23.34,1198772,0
2006-07-06,23.26,23.49,23.043,23.103,702959,0
2006-07-07,23.083,23.083,22.469,22.548,1173447,0
2006-07-10,22.548,22.796,22.379,22.499,967311,0
2006-07-11,22.449,22.626,22.359,22.419,685604,0
2006-07-12,22.489,22.746,22.299,22.538,1303101,0
2006-07-13,22.349,22.686,22.349,22.566,812837,0
2006-07-14,22.349,22.399,21.835,21.982,975787,0
2006-07-17,22.012,22.479,21.992,22.142,848352,0
2006-07-18,22.102,22.22,21.556,21.755,1079713,0
2006-07-19,21.775,22.162,21.685,21.835,900920,0
2006-07-20,21.902,22.032,21.358,21.478,1051763,0
2006-07-21,21.478,21.498,21.161,21.229,771670,0
2006-07-24,21.238,21.547,21.238,21.438,1188480,0
2006-07-25,21.328,21.575,21.298,21.408,1116137,0
2006-07-26,21.625,22.022,21.488,21.805,1552320,0
2006-07-27,21.805,22.022,21.675,21.825,859855,0
2006-07-28,21.785,22.289,21.785,22.22,802242,0
2006-07-31,22.152,22.359,22.022,22.192,671780,0
2006-08-01,22.102,22.479,21.942,22.052,630513,0
2006-08-02,22.052,22.646,22.012,22.528,806985,0
2006-08-03,22.528,22.646,22.192,22.349,960754,0
2006-08-04,22.419,22.746,22.299,22.389,415903,0
2006-08-07,22.239,22.289,21.575,21.795,1618005,0
2006-08-08,21.902,22.576,21.902,22.201,1614070,0
2006-08-09,23.707,24.143,23.3,23.637,2336703,0
2006-08-10,23.588,23.895,23.578,23.727,1241150,0
2006-08-11,23.767,24.193,23.647,24.064,930181,0
2006-08-14,24.361,24.549,24.163,24.212,1150139,0
2006-08-15,24.292,24.668,24.104,24.461,1260926,0
2006-08-16,24.688,25.203,24.658,25.045,933007,0
2006-08-17,24.976,25.273,24.866,25.164,728486,0
2006-08-18,25.203,25.55,25.055,25.372,719607,0
2006-08-21,25.293,25.471,25.045,25.065,865707,0
2006-08-22,25.105,25.53,25.085,25.432,688429,0
2006-08-23,25.343,25.65,24.936,24.936,571790,0
2006-08-24,25.105,25.55,25.105,25.412,600445,0
2006-08-25,25.333,25.451,25.193,25.293,425993,0
2006-08-28,25.273,25.422,25.243,25.303,513874,0
2006-08-29,25.392,25.59,25.203,25.323,616589,0
2006-08-30,25.362,25.69,25.313,25.382,838970,0
2006-08-31,25.432,25.511,25.193,25.412,445768,0
2006-09-01,25.58,25.808,25.471,25.63,465242,0
2006-09-05,25.768,25.818,25.52,25.55,544548,0
2006-09-06,25.372,25.57,25.154,25.481,407427,0
2006-09-07,25.56,25.768,25.382,25.501,797399,0
2006-09-08,25.501,25.887,25.432,25.788,704674,0
2006-09-11,25.59,25.977,25.53,25.778,689236,0
2006-09-12,25.7,26.027,25.62,25.857,646959,0
2006-09-13,25.759,25.857,25.59,25.857,427506,0
2006-09-14,25.917,26.155,25.788,26.125,495814,0
2006-09-15,26.432,26.928,26.254,26.829,1266072,0
2006-09-18,26.721,26.789,26.482,26.511,477551,0
2006-09-19,26.681,26.701,26.462,26.581,447786,0
2006-09-20,26.551,26.809,26.354,26.354,984363,0
2006-09-21,26.204,26.244,25.66,25.987,961157,0
2006-09-22,26.057,26.057,25.57,25.68,509939,0
2006-09-25,25.867,26.184,25.64,25.729,747758,0
2006-09-26,25.65,25.987,25.65,25.7,436687,0
2006-09-27,25.68,25.768,25.333,25.719,550198,0
2006-09-28,25.759,25.907,25.63,25.719,376250,0
2006-09-29,25.828,25.937,25.69,25.937,1263448,0
2006-10-02,26.066,26.125,25.69,25.7,447180,0
2006-10-03,25.709,26.294,25.65,26.066,517003,0
2006-10-04,26.194,26.284,25.867,26.234,391384,0
2006-10-05,26.184,26.442,26.086,26.244,493594,0
2006-10-06,26.334,26.661,26.165,26.621,520332,0
2006-10-09,26.561,26.651,26.304,26.511,423974,0
2006-10-10,26.561,26.561,25.372,25.56,1385636,0
2006-10-11,25.65,25.917,25.57,25.69,1066293,0
2006-10-12,25.867,25.897,25.481,25.69,659976,0
2006-10-13,25.788,26.135,25.67,26.066,717488,0
2006-10-16,26.204,26.404,26.105,26.224,610738,0
2006-10-17,26.324,26.412,26.155,26.174,532138,0
2006-10-18,26.324,26.701,26.174,26.472,891134,0
2006-10-19,26.422,26.432,26.007,26.105,589548,0
2006-10-20,26.105,26.214,25.967,26.165,685301,0
2006-10-23,26.224,26.631,26.115,26.621,808195,0
2006-10-24,26.521,26.681,26.254,26.621,575121,0
2006-10-25,26.621,26.799,26.364,26.731,611847,0
2006-10-26,26.74,26.75,26.364,26.601,489559,0
2006-10-27,26.511,26.571,26.224,26.432,574010,0
2006-10-30,26.462,26.601,26.155,26.314,509233,0
2006-10-31,26.284,26.701,26.284,26.671,618910,0
2006-11-01,26.759,26.888,26.194,26.194,600345,0
2006-11-02,26.066,26.095,25.768,25.967,949452,0
2006-11-03,25.967,26.165,25.847,25.967,554941,0
2006-11-06,25.997,26.105,25.937,26.105,831200,0
2006-11-07,26.105,26.165,25.69,26.017,852287,0
2006-11-08,25.223,25.223,24.094,24.341,2616191,0
2006-11-09,24.302,24.768,24.282,24.341,1928671,0
2006-11-10,24.5,24.728,24.47,24.619,803050,0
2006-11-13,24.549,24.748,24.321,24.49,1076384,0
2006-11-14,24.49,24.876,24.381,24.758,739988,0
2006-11-15,24.639,24.778,24.47,24.559,901325,0
2006-11-16,24.539,25.124,24.529,25.055,1025631,0
2006-11-17,24.807,25.233,24.797,24.946,1232977,0
2006-11-20,24.946,25.105,24.886,24.906,739382,0
2006-11-21,24.966,25.075,24.668,24.768,963276,0
2006-11-22,24.639,24.926,24.539,24.876,1450816,0
2006-11-24,24.748,24.976,24.728,24.847,288064,0
2006-11-27,24.788,24.896,24.668,24.778,1260724,0
2006-11-28,24.807,25.045,24.807,24.916,654729,0
2006-11-29,24.916,25.69,24.856,25.53,1077392,0
2006-11-30,25.481,25.58,25.213,25.441,972558,0
2006-12-01,25.432,25.61,25.055,25.461,1016752,0
2006-12-04,25.62,26.076,25.372,25.778,1153166,0
2006-12-05,25.729,25.847,25.412,25.54,946728,0
2006-12-06,25.57,25.58,25.213,25.372,842803,0
2006-12-07,25.432,25.57,25.124,25.253,775000,0
2006-12-08,25.303,25.471,25.075,25.392,905260,0
2006-12-11,25.441,25.461,25.243,25.402,922613,0
2006-12-12,25.412,25.66,25.392,25.61,1045912,0
2006-12-13,26.501,27.087,25.69,25.828,1430233,0
2006-12-14,25.818,26.304,25.798,26.165,1071237,0
